fecha_semana,nombre_semana,caso,caso_label,red_social,red_social_label,tipo_publicacion,cuenta_origen,autor,titulo,texto_publicacion,texto_para_analisis,url_publicacion,id_publicacion,fecha_publicacion,fecha_publicacion_date,archivo_origen
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,Impulsando a nuestros artesanos naucalpenses. ✨🎨 ¡Conóceles! #AquiGobiernaLaEsperanza #Naucalpan #ArtesanosNaucalpenses #TalentoLocal,Impulsando a nuestros artesanos naucalpenses. ✨🎨 ¡Conóceles! #AquiGobiernaLaEsperanza #Naucalpan #ArtesanosNaucalpenses #TalentoLocal,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02dvBYxvXU5U2UFcqH6nUjkyma5xU8q8wGJ3xZRYCdwncv4rCcgjdvDvmWhnxTPQq6l,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02dvBYxvXU5U2UFcqH6nUjkyma5xU8q8wGJ3xZRYCdwncv4rCcgjdvDvmWhnxTPQq6l,2026-02-27 17:01:53,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"Curso de Preparación para el Ingreso a la Educación Media Superior🎓 El Gobierno de Ciudad Naucalpan invita a las y los estudiantes a participar en el Curso de Preparación para el ingreso a instituciones adscritas a la UNAM e IPN. Este programa tiene como objetivo fortalecer las competencias académicas en la transición de secundaria a preparatoria, así como impulsar el bienestar juvenil conforme al Plan de Desarrollo Municipal 2025–2027. 📚 Incluye: • Clases presenciales programadas • Ejercicios guiados • Resolución de reactivos tipo examen • Evaluaciones diagnósticas • Simulacros de examen 🗓️ Del 3 de marzo al 29 de mayo de 2026 (lunes, martes y miércoles). ⚠️ El curso inicia el martes 3 de marzo, debido a que el lunes 2 es día de asueto. ⏰ Turno matutino: 10:00 a 12:30 horas ⏰ Turno vespertino: 15:00 a 17:30 horas 📍 Instituto de las Juventudes Naucalpenses Av. Norteamérica, Las Américas, Naucalpan. 📝 Inscripciones del 11 al 28 de febrero 📞 Informes y pre registro: 72 9318 0766 📧 belem.hernandez@naucalpan.gob.mx ⚠️ Cupo limitado. #AquiGobiernaLaEsperanza #Naucalpan #Juventudes #Bienestar #Educacion","Curso de Preparación para el Ingreso a la Educación Media Superior🎓 El Gobierno de Ciudad Naucalpan invita a las y los estudiantes a participar en el Curso de Preparación para el ingreso a instituciones adscritas a la UNAM e IPN. Este programa tiene como objetivo fortalecer las competencias académicas en la transición de secundaria a preparatoria, así como impulsar el bienestar juvenil conforme al Plan de Desarrollo Municipal 2025–2027. 📚 Incluye: • Clases presenciales programadas • Ejercicios guiados • Resolución de reactivos tipo examen • Evaluaciones diagnósticas • Simulacros de examen 🗓️ Del 3 de marzo al 29 de mayo de 2026 (lunes, martes y miércoles). ⚠️ El curso inicia el martes 3 de marzo, debido a que el lunes 2 es día de asueto. ⏰ Turno matutino: 10:00 a 12:30 horas ⏰ Turno vespertino: 15:00 a 17:30 horas 📍 Instituto de las Juventudes Naucalpenses Av. Norteamérica, Las Américas, Naucalpan. 📝 Inscripciones del 11 al 28 de febrero 📞 Informes y pre registro: 72 9318 0766 📧 belem.hernandez@naucalpan.gob.mx ⚠️ Cupo limitado. #AquiGobiernaLaEsperanza #Naucalpan #Juventudes #Bienestar #Educacion",https://www.facebook.com/CiudadNaucalpan/posts/pfbid0vv8ePqAxqDLc9ZHj3DyHY4TTE3u5Xih4xDqUWmGSJ7Yf1hctfR1qYs4idxJLx9sEl,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0vv8ePqAxqDLc9ZHj3DyHY4TTE3u5Xih4xDqUWmGSJ7Yf1hctfR1qYs4idxJLx9sEl,2026-02-27 15:01:44,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"Inician clases presenciales en la Universidad Nacional Rosario Castellanos (UNRC), Campus Naucalpan🎓📚 Este 2 de marzo a las 7:00 am, estudiantes de segundo semestre y de nuevo ingreso comienzan clases presenciales. 🚌 Habrá transporte disponible con salidas a las 6:00 horas desde Metro Cuatro Caminos, San Bartolo (Glorieta de Morelos) y Los Arcos de los Remedios. #AquiGobiernaLaEsperanza #Naucalpan #UNRC #Mexico #EdoMex","Inician clases presenciales en la Universidad Nacional Rosario Castellanos (UNRC), Campus Naucalpan🎓📚 Este 2 de marzo a las 7:00 am, estudiantes de segundo semestre y de nuevo ingreso comienzan clases presenciales. 🚌 Habrá transporte disponible con salidas a las 6:00 horas desde Metro Cuatro Caminos, San Bartolo (Glorieta de Morelos) y Los Arcos de los Remedios. #AquiGobiernaLaEsperanza #Naucalpan #UNRC #Mexico #EdoMex",https://www.facebook.com/CiudadNaucalpan/posts/pfbid032J9MbdYukS1TrCQQRMN2qjmSBSaSgZMjr7F9d61dmJXhjNtc7jvo3KWynL8Nz2mJl,https://www.facebook.com/CiudadNaucalpan/posts/pfbid032J9MbdYukS1TrCQQRMN2qjmSBSaSgZMjr7F9d61dmJXhjNtc7jvo3KWynL8Nz2mJl,2026-02-27 14:22:24,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"🎶💜 Festival Feminista de Música: Naucalpan, Vivas, Libres y Sonando 💜🎶 Conoce a La Cora de Cuidadoras DIF🤝 La Brigada de Cuidadoras de tu comunidad surge del compromiso del DIF para implementar un Sistema de Cuidados donde se reconozca, reduzca y remunere el trabajo que históricamente ha recaído principalmente en las mujeres. ✨👩‍👧‍👦 Impulsada por la presidenta honoraria del SMDIF Naucalpan, esta brigada tiene presencia permanente en el territorio municipal, realizando diversas actividades para acercar el gobierno a las calles. 🏡🌸 📲 Redes sociales: Facebook: DIF Naucalpan Instagram: https://www.instagram.com/difnaucalpan/ #AquiGobiernaLaEsperanza #Naucalpan #VivasLibresYSonando #DIFNaucalpan","🎶💜 Festival Feminista de Música: Naucalpan, Vivas, Libres y Sonando 💜🎶 Conoce a La Cora de Cuidadoras DIF🤝 La Brigada de Cuidadoras de tu comunidad surge del compromiso del DIF para implementar un Sistema de Cuidados donde se reconozca, reduzca y remunere el trabajo que históricamente ha recaído principalmente en las mujeres. ✨👩‍👧‍👦 Impulsada por la presidenta honoraria del SMDIF Naucalpan, esta brigada tiene presencia permanente en el territorio municipal, realizando diversas actividades para acercar el gobierno a las calles. 🏡🌸 📲 Redes sociales: Facebook: DIF Naucalpan Instagram: https://www.instagram.com/difnaucalpan/ #AquiGobiernaLaEsperanza #Naucalpan #VivasLibresYSonando #DIFNaucalpan",https://www.facebook.com/CiudadNaucalpan/posts/pfbid0t7JQ4tW6UREbwkQkeUbTeTzzHfcenZqgQVB93MgLatMKZ84873qamshLStemuDx8l,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0t7JQ4tW6UREbwkQkeUbTeTzzHfcenZqgQVB93MgLatMKZ84873qamshLStemuDx8l,2026-02-27 13:27:25,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"🎶💜 Festival Feminista de Música: Naucalpan, Vivas, Libres y Sonando 💜🎶 Conoce a Mariana Flores: Cantautora que encuentra en el folk un espacio para transformar. 🌿✨🎤🎶 La música es su lenguaje propio: en 6 años ha escrito alrededor de 60 canciones, cada una nacida de emociones, recuerdos y vivencias que se convierten en historias compartidas. 🎸💫 📲 Redes sociales: Instagram: https://www.instagram.com/mflrsdom/ 💜 #AquiGobiernaLaEsperanza #Naucalpan #VivasLibresYSonando","🎶💜 Festival Feminista de Música: Naucalpan, Vivas, Libres y Sonando 💜🎶 Conoce a Mariana Flores: Cantautora que encuentra en el folk un espacio para transformar. 🌿✨🎤🎶 La música es su lenguaje propio: en 6 años ha escrito alrededor de 60 canciones, cada una nacida de emociones, recuerdos y vivencias que se convierten en historias compartidas. 🎸💫 📲 Redes sociales: Instagram: https://www.instagram.com/mflrsdom/ 💜 #AquiGobiernaLaEsperanza #Naucalpan #VivasLibresYSonando",https://www.facebook.com/CiudadNaucalpan/posts/pfbid02p5vA7L6TGtTLvKzkkyaf1NUxYsEP1dAfsumpR2tNvG6UTKZE9M7x4geHQDy6i8h7l,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02p5vA7L6TGtTLvKzkkyaf1NUxYsEP1dAfsumpR2tNvG6UTKZE9M7x4geHQDy6i8h7l,2026-02-27 13:20:31,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,Impulsando a nuestros artesanos naucalpenses. ✨🎨 ¡Conóceles! #AquiGobiernaLaEsperanza #Naucalpan #ArtesanosNaucalpenses #TalentoLocal,Impulsando a nuestros artesanos naucalpenses. ✨🎨 ¡Conóceles! #AquiGobiernaLaEsperanza #Naucalpan #ArtesanosNaucalpenses #TalentoLocal,https://www.facebook.com/CiudadNaucalpan/posts/pfbid036MPCABFTTVfkZUQRshYJbqc8zdkXQ2tWy5T7W1jbFxHzuMfi5BLPoEPsD5Q1CMh8l,https://www.facebook.com/CiudadNaucalpan/posts/pfbid036MPCABFTTVfkZUQRshYJbqc8zdkXQ2tWy5T7W1jbFxHzuMfi5BLPoEPsD5Q1CMh8l,2026-02-27 13:02:37,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"🎶💜 Festival Feminista de Música: Naucalpan, Vivas, Libres y Sonando 💜🎶 El Gobierno de Ciudad Naucalpan, a través del IMNIS, te invita a ser parte de un espacio donde la música, el arte y la sororidad se unen para celebrar la fuerza y el talento de las mujeres. Disfruta la participación de: 🎤 La Cora de Cuidadoras DIF 🎶 Prania Esponda 🎵 Vanni Moon 🎼 Andamar Castillo 🎙️ Nidia Barajas 🎸 Mariana Flores 🎹 Leticia Servín 🎧 Yes S. Molina 🔊 Musas Sonideras Y más… Te esperamos: 7 de marzo de 2026 🕙 10:00 horas 📍 Explanada del Palacio Municipal (Av. Juárez No. 39, Fracc. El Mirador, Naucalpan de Juárez). Porque estamos vivas, porque somos libres y porque juntas seguimos sonando. ¡No te lo puedes perder! 🎤🌸 #AquiGobiernaLaEsperanza #Naucalpan #VivasLibresYSonando","🎶💜 Festival Feminista de Música: Naucalpan, Vivas, Libres y Sonando 💜🎶 El Gobierno de Ciudad Naucalpan, a través del IMNIS, te invita a ser parte de un espacio donde la música, el arte y la sororidad se unen para celebrar la fuerza y el talento de las mujeres. Disfruta la participación de: 🎤 La Cora de Cuidadoras DIF 🎶 Prania Esponda 🎵 Vanni Moon 🎼 Andamar Castillo 🎙️ Nidia Barajas 🎸 Mariana Flores 🎹 Leticia Servín 🎧 Yes S. Molina 🔊 Musas Sonideras Y más… Te esperamos: 7 de marzo de 2026 🕙 10:00 horas 📍 Explanada del Palacio Municipal (Av. Juárez No. 39, Fracc. El Mirador, Naucalpan de Juárez). Porque estamos vivas, porque somos libres y porque juntas seguimos sonando. ¡No te lo puedes perder! 🎤🌸 #AquiGobiernaLaEsperanza #Naucalpan #VivasLibresYSonando",https://www.facebook.com/CiudadNaucalpan/posts/pfbid022tL1tHgXmJXDt8463gFDuos8cMMwZPkJRZLzWb3aCPChkJpcdbZdDZrSRZBvQQrhl,https://www.facebook.com/CiudadNaucalpan/posts/pfbid022tL1tHgXmJXDt8463gFDuos8cMMwZPkJRZLzWb3aCPChkJpcdbZdDZrSRZBvQQrhl,2026-02-27 10:17:25,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"El Gobierno de Ciudad Naucalpan, a través del IMCUFIDEN, invita a niñas y niños a formar parte del Torneo Infantil 2026.🏈✨ 📢 Durante febrero, obtén 50% de descuento en tu inscripción y asegura tu lugar en esta gran experiencia deportiva. Impulsamos el deporte como herramienta para fortalecer valores, disciplina y trabajo en equipo en nuestras juventudes. 📞 Informes e inscripciones: 55 3574 5832 No dejes pasar esta oportunidad. ¡Aparta tu lugar y sé parte del torneo!✨ #AquiGobiernaLaEsperanza #Naucalpan #IMCUFIDEN #Deporte","El Gobierno de Ciudad Naucalpan, a través del IMCUFIDEN, invita a niñas y niños a formar parte del Torneo Infantil 2026.🏈✨ 📢 Durante febrero, obtén 50% de descuento en tu inscripción y asegura tu lugar en esta gran experiencia deportiva. Impulsamos el deporte como herramienta para fortalecer valores, disciplina y trabajo en equipo en nuestras juventudes. 📞 Informes e inscripciones: 55 3574 5832 No dejes pasar esta oportunidad. ¡Aparta tu lugar y sé parte del torneo!✨ #AquiGobiernaLaEsperanza #Naucalpan #IMCUFIDEN #Deporte",https://www.facebook.com/CiudadNaucalpan/posts/pfbid0RxGC6PqeefhYKVu3dx9QSiBuXWmJBRYUSzc4kvLAwwhTNQgH36bPueZE5rPF65YHl,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0RxGC6PqeefhYKVu3dx9QSiBuXWmJBRYUSzc4kvLAwwhTNQgH36bPueZE5rPF65YHl,2026-02-27 08:25:25,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"Tianquiztli Tlatilca: el mercado de las tradiciones llega a Ciudad Naucalpan🎨🧵 A través de la Dirección de Bienestar e Inclusión Social, invita a la ciudadanía al Tianquiztli Tlatilca, un espacio dedicado a impulsar a las y los productores y artesanos locales, fortaleciendo nuestra identidad cultural y la economía comunitaria. 🤝 📅 26 y 27 de febrero de 2026 ⏰ 9:00 a 16:00 horas 📍 Palacio Municipal, en la explanada ubicada en los edificios anexos (A y B). Durante estos dos días, las y los asistentes podrán disfrutar de exposición y venta de productos artesanales, gastronomía tradicional y un ambiente cultural y familiar que enaltece nuestras raíces. 🌺🫶 Seguimos generando espacios para promover el talento local y fortalecer el consumo responsable en nuestra comunidad. ➡️Consulta más detalles en la imagen y acompáñanos. #AquiGobiernaLaEsperanza #Naucalpan #Bienesta","Tianquiztli Tlatilca: el mercado de las tradiciones llega a Ciudad Naucalpan🎨🧵 A través de la Dirección de Bienestar e Inclusión Social, invita a la ciudadanía al Tianquiztli Tlatilca, un espacio dedicado a impulsar a las y los productores y artesanos locales, fortaleciendo nuestra identidad cultural y la economía comunitaria. 🤝 📅 26 y 27 de febrero de 2026 ⏰ 9:00 a 16:00 horas 📍 Palacio Municipal, en la explanada ubicada en los edificios anexos (A y B). Durante estos dos días, las y los asistentes podrán disfrutar de exposición y venta de productos artesanales, gastronomía tradicional y un ambiente cultural y familiar que enaltece nuestras raíces. 🌺🫶 Seguimos generando espacios para promover el talento local y fortalecer el consumo responsable en nuestra comunidad. ➡️Consulta más detalles en la imagen y acompáñanos. #AquiGobiernaLaEsperanza #Naucalpan #Bienesta",https://www.facebook.com/CiudadNaucalpan/posts/pfbid02e5FHjkAm8fXXw2w3QfEnm3UrJ6aQyK9z3qHpbcPDxUcnq3VV2Co2vzq5gvsGP8iUl,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02e5FHjkAm8fXXw2w3QfEnm3UrJ6aQyK9z3qHpbcPDxUcnq3VV2Co2vzq5gvsGP8iUl,2026-02-27 08:15:38,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
2026-02-16,2026-02-16_al_2026-02-28_Facebook,gobierno_naucalpan,Gobierno de Naucalpan,facebook,Facebook,post_facebook,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,,"Curso de Preparación para el Ingreso a la Educación Media Superior🎓 El Gobierno de Ciudad Naucalpan invita a las y los estudiantes a participar en el Curso de Preparación para el ingreso a instituciones adscritas a la UNAM e IPN. Este programa tiene como objetivo fortalecer las competencias académicas en la transición de secundaria a preparatoria, así como impulsar el bienestar juvenil conforme al Plan de Desarrollo Municipal 2025–2027. 📚 Incluye: • Clases presenciales programadas • Ejercicios guiados • Resolución de reactivos tipo examen • Evaluaciones diagnósticas • Simulacros de examen 🗓️ Del 3 de marzo al 29 de mayo de 2026 (lunes, martes y miércoles). ⚠️ El curso inicia el martes 3 de marzo, debido a que el lunes 2 es día de asueto. ⏰ Turno matutino: 10:00 a 12:30 horas ⏰ Turno vespertino: 15:00 a 17:30 horas 📍 Instituto de las Juventudes Naucalpenses Av. Norteamérica, Las Américas, Naucalpan. 📝 Inscripciones del 11 al 28 de febrero 📞 Informes y pre registro: 72 9318 0766 📧 belem.hernandez@naucalpan.gob.mx ⚠️ Cupo limitado. #AquiGobiernaLaEsperanza #Naucalpan #Juventudes #Bienestar #Educacion","Curso de Preparación para el Ingreso a la Educación Media Superior🎓 El Gobierno de Ciudad Naucalpan invita a las y los estudiantes a participar en el Curso de Preparación para el ingreso a instituciones adscritas a la UNAM e IPN. Este programa tiene como objetivo fortalecer las competencias académicas en la transición de secundaria a preparatoria, así como impulsar el bienestar juvenil conforme al Plan de Desarrollo Municipal 2025–2027. 📚 Incluye: • Clases presenciales programadas • Ejercicios guiados • Resolución de reactivos tipo examen • Evaluaciones diagnósticas • Simulacros de examen 🗓️ Del 3 de marzo al 29 de mayo de 2026 (lunes, martes y miércoles). ⚠️ El curso inicia el martes 3 de marzo, debido a que el lunes 2 es día de asueto. ⏰ Turno matutino: 10:00 a 12:30 horas ⏰ Turno vespertino: 15:00 a 17:30 horas 📍 Instituto de las Juventudes Naucalpenses Av. Norteamérica, Las Américas, Naucalpan. 📝 Inscripciones del 11 al 28 de febrero 📞 Informes y pre registro: 72 9318 0766 📧 belem.hernandez@naucalpan.gob.mx ⚠️ Cupo limitado. #AquiGobiernaLaEsperanza #Naucalpan #Juventudes #Bienestar #Educacion",https://www.facebook.com/CiudadNaucalpan/posts/pfbid0AEaQSXK4d2Z4SCEvmvqU8soDL7Mb5MggBTvcd6yXQs8EHLDGzvYES8d8VTXAKnYGl,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0AEaQSXK4d2Z4SCEvmvqU8soDL7Mb5MggBTvcd6yXQs8EHLDGzvYES8d8VTXAKnYGl,2026-02-27 07:31:29,2026-02-27,/home/emilio/Documentos/Naucalpan_Semanal_Reportes/Periodico/Enero_Mayo/2026-02-16_al_2026-02-28/Facebook/2026-02-16_al_2026-02-28_Facebook/2026-02-16_al_2026-02-28_Facebook_posts.csv
