doc_id,documento,tema_id,tema,palabras_clave
0,"Invitación a las juventudes naucalpenses🗣️ El Gobierno de Ciudad Naucalpan, a través de la Dirección de Bienestar e Inclusión Social y en colaboración con el Instituto de las Juventudes Naucalpenses, invita al Taller Gratuito de formación para el fortalecimiento de habilidades de argumentación, oratoria, uso de lenguaje y estructura de debate. Este taller, impartido por la Asociación Estudiantil MOHUMEX, está dirigido a jóvenes de entre 18 y 29 años que deseen fortalecer sus habilidades de comunicación, análisis y participación. 📅 Fechas: 14, 16, 21 y 23 de abril 🕐 Horario: 13:00 a 15:00 horas 📍 Sede: FES Acatlán, “Salón de Juicios Orales”, Edificio A11 ⚠️ Cupo limitado a 40 lugares 📲 Para participar es necesario realizar un pre-registro (se enviará link). 📞 Informes: 55 2018 3879 📩 belem.hernandez@naucalpan.gob.mx Seguimos impulsando espacios de formación para el desarrollo integral de las juventudes en Naucalpan. #AquiGobiernaLaEsperanza #Naucalpan #Juventud #Oratoria #FESAcatlan",3,Obras y proyectos,"desarrollo, edificio"
1,"El Gobierno de Naucalpan, encabezado por el Presidente Municipal Isaac Montoya, llevó a cabo el taller “Jardín de Refugio para Polinizadores” en la comunidad de San Francisco Chimalpa, acercando conocimiento ambiental y herramientas prácticas a las y los habitantes de esta zona. 🌱 La actividad se realizó en la Cancha del Llano, en el Barrio de la Viga, donde más de 50 asistentes participaron en la creación de espacios ecológicos que contribuyen a la restauración de los ecosistemas locales. A través de esta capacitación, se promovió el aprovechamiento de residuos y la construcción de refugios para especies clave como abejas, mariposas y murciélagos, fundamentales para el equilibrio ambiental. 🐝🦋 Durante el taller, se enseñaron técnicas como la reutilización de llantas para crear macetones, el uso de madera reciclada para generar refugios naturales y la correcta selección de plantas que favorecen la polinización, contribuyendo a la regeneración de zonas erosionadas. ♻️ Esta iniciativa, realizada en coordinación con la Dirección de Medio Ambiente y la Secretaría de Bienestar del Estado de México, fortalece la educación ambiental y la participación comunitaria como herramientas para transformar el territorio. El Gobierno Municipal continúa impulsando acciones que promueven el cuidado del medio ambiente y el bienestar de las comunidades, construyendo un futuro más sostenible para Naucalpan. 🤝 #AquiGobiernaLaEsperanza #Naucalpan #MedioAmbiente #Sustentabilidad #ParticipacionCiudadana",0,Servicios,residuos
2,"Recuperamos el brillo de nuestros espacios públicos🌃✨ El Gobierno de Ciudad Naucalpan, encabezado por el Presidente Municipal Isaac Montoya, llevó a cabo la rehabilitación de los Arcos de Los Remedios, fortaleciendo la seguridad en esta importante vialidad. Con la instalación de 130 luminarias arquitectónicas nuevas, la rehabilitación de 70 luminarias y la renovación de 5,000 metros de cableado, hoy este espacio luce más iluminado, seguro y digno para las y los naucalpenses. Estos trabajos no solo embellecen el entorno, también contribuyen a una mejor movilidad y a la recuperación de espacios públicos para la comunidad. 🤝 #AquiGobiernaLaEsperanza #Naucalpan #EspaciosPublicos #Transformacion #LosArcos #AcueductoDeLosRemedios",3,Obras y proyectos,"rehabilitacion, renovacion"
3,"Hoy dimos un paso firme en la organización del pueblo, un paso que nace desde el corazón y la convicción de que la Transformación la construimos entre todas y todos. Tuve el honor de participar en la instalación del Consejo Municipal en defensa de la Transformación, reafirmando nuestro compromiso con la justicia social, con quienes históricamente han sido olvidados y con un gobierno cercano, honesto y siempre del lado de la gente. En Morena sabemos que la Transformación no es un discurso: es la voz del pueblo organizada, es esperanza convertida en acción y es lucha diaria desde abajo. Seguimos adelante, porque el cambio verdadero solo es posible cuando el pueblo camina unido. #Transformacion",4,Morena (+ / neutro),transformacion
4,"El Gobierno de Ciudad Naucalpan, a través del Instituto de las Mujeres Naucalpenses y la Igualdad Sustantiva (IMNIS), te invita a participar en el Taller de Microblading en modalidad escolarizada, una oportunidad para capacitarte y fortalecer tu desarrollo profesional. 📅 Inicio del curso: Miércoles 22 de abril. 🎟️ Recepción de cupones: Del 13 al 20 de abril de 2026. 🕘 Horario: 9:00 a 18:30 horas. 📍 Oficinas del IMNIS Av. Juárez No. 39, Fracc. El Mirador. 📞 Informes: 55 8789 5483 Acércate, obtén tu cupón de descuento y forma parte de esta capacitación. 🤝✨ #AquíGobiernaLaEsperanza #Naucalpan #IMNIS #Capacitación #Mujeres",3,Obras y proyectos,desarrollo
5,"Gracias a una denuncia ciudadana, acompañada de evidencia en video, elementos de la Guardia Municipal lograron la rápida localización de un hombre presuntamente relacionado con un hecho en perjuicio de un ser sintiente.🚨 De manera inmediata y en coordinación con la Policía de Investigación de la Fiscalía Especializada, se implementaron acciones que permitieron su puesta a disposición ante la autoridad competente, donde se determinará su situación jurídica conforme a la ley. Este resultado refleja la capacidad de respuesta, el compromiso y el trabajo conjunto entre ciudadanía y autoridades, dejando claro que en nuestro municipio se actúa ante cualquier conducta que afecte a los seres sintientes. Refrendamos nuestro compromiso con el bienestar y la protección animal, actuando conforme a la ley ante cualquier hecho que vulnere su integridad. #AquiGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #SerSintiente #Perros",1,Seguridad,"guardia, policia, proteccion"
6,"Te compartimos el Comunicado No.547 en su versión de Lectura Fácil, elaborada con un lenguaje claro y sencillo para facilitar la comprensión de la información.📄📢 Da clic en el enlace: https://drive.google.com/file/d/1qyxvhNQuyz9KycZqAgC_TecI6vwcLtZn/view #AquiGobiernaLaEsperanza #Naucalpan #LecturaFacil",-1,No clasificado,
7,"El Gobierno de Ciudad Naucalpan, a través de la Dirección de Bienestar e Inclusión Social, invita a la ciudadanía a vivir una experiencia llena de identidad, cultura y sabor en el Tianquiztli Tlatilca, un espacio que impulsa a las y los productores y artesanos locales. 🤝✨ Durante esta jornada, podrás recorrer un mercado lleno de vida, donde cada pieza artesanal y cada platillo cuentan una historia, fortaleciendo nuestras raíces y el orgullo de ser naucalpenses. 🧶🌮 📅 15 y 16 de abril 🕘 De 9:00 a 16:00 horas 📍 Explanada de los Edificios Anexos al Palacio Municipal Disfruta de: 🧺 Exposición y venta de productos artesanales. 🍲 Gastronomía tradicional. Consumir local es fortalecer nuestra comunidad y apoyar el talento de nuestra gente. 💛 Para mayor información: 55 1199 6742 #AquiGobiernaLaEsperanza #Naucalpan #Cultura #Artesanos #ConsumoLocal",-1,No clasificado,
8,"Gracias a una denuncia ciudadana, acompañada de evidencia en video, elementos de la Guardia Municipal lograron la rápida localización de un hombre presuntamente relacionado con un hecho en perjuicio de un ser sintiente.🚨 De manera inmediata y en coordinación con la Policía de Investigación de la Fiscalía Especializada, se implementaron acciones que permitieron su puesta a disposición ante la autoridad competente, donde se determinará su situación jurídica conforme a la ley. Este resultado refleja la capacidad de respuesta, el compromiso y el trabajo conjunto entre ciudadanía y autoridades, dejando claro que en nuestro municipio se actúa ante cualquier conducta que afecte a los seres sintientes. La Guardia Municipal refrenda su compromiso con el bienestar y la protección animal, actuando conforme a la ley ante cualquier hecho que vulnere su integridad. #AquiGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #SerSintiente #Perros",1,Seguridad,"guardia, policia, proteccion"
9,"¿Sabías que? ⚽🌍 En 1978, la Selección Mexicana utilizó un uniforme verde con franjas en mangas en los colores de la bandera, incorporando un estilo más moderno que reflejaba la evolución del fútbol en esa época. #AquiGobiernaLaEsperanza #HuellasDelMundial #Naucalpan",-1,No clasificado,
10,"Obras que siguen mejorando la vida en Ciudad Naucalpan.🛣️ El Gobierno de Ciudad Naucalpan, encabezado por el Presidente Municipal Isaac Montoya, llevó a cabo la rehabilitación de la calle Abasolo, una intervención que hoy beneficia directamente a más de 20 mil habitantes. Con trabajos de pavimentación asfáltica, renivelación de pozos, sustitución de luminarias y balizamiento, esta vialidad pasó de estar en condiciones deterioradas a convertirse en una calle más segura, ordenada y funcional para quienes la transitan todos los días. Estos trabajo reflejan el compromiso de la actual administración por atender vialidades clave, mejorar la movilidad y brindar mayor seguridad a las y los naucalpenses. 🤝 #AquiGobiernaLaEsperanza #Naucalpan #ObrasQueTransforman #Movilidad",2,Vialidades,"calle, pavimentacion, vialidad, vialidades"
11,"Cuidar tu salud también es prevenir 🥗 El Gobierno de Ciudad Naucalpan, a través del Instituto de las Mujeres Naucalpenses y la Igualdad Sustantiva (IMNIS), te invita a participar en las asesorías nutricionales, donde podrás recibir orientación profesional para mejorar tu bienestar. Durante estas sesiones podrás acceder a: 👉 Educación nutricional 👉 Prevención de diabetes 👉Planes alimenticios personalizados 👉 Control y pérdida de peso 👉 Asesoría deportiva 👉Monitoreo de glucosa, triglicéridos y colesterol 📅 Lunes y martes de abril, mayo, junio y julio de 2026 🕘 9:30 a 13:00 horas 📍 Oficinas del IMNIS Av. Juárez No. 39, Fracc. El Mirador Acércate y da el primer paso hacia una vida más saludable. 🤝 #AquiGobiernaLaEsperanza #Naucalpan #IMNIS #Salud #Bienestar",-1,No clasificado,
12,"Participa en el Taller de Huertos Urbanos 🌱🌿 El Gobierno de Ciudad Naucalpan, a través de la Dirección de Bienestar e Inclusión Social, promueve el Taller de Huertos Urbanos, una iniciativa orientada a fomentar la alimentación saludable, el cuidado del medio ambiente y el aprovechamiento responsable de los espacios en la comunidad. ➡️Se invita a la ciudadanía a organizarse y participar en esta actividad que fortalece la cohesión social, el aprendizaje colectivo y el desarrollo comunitario. 📞 Informes: 55 1199 6742 (10:00 a 15:00 hrs). #AquiGobiernaLaEsperanza #Naucalpan #Bienestar #HuertosUrbanos",3,Obras y proyectos,desarrollo
13,Extendemos la invitación a los jóvenes de Ciudad Naucalpan a cumplir con su servicio.🇲🇽 #AquiGobiernaLaEsperanza #Naucalpan #ServicioMilitar #Mexico #SEDENA,-1,No clasificado,
14,"El Gobierno de Ciudad Naucalpan invita a la ciudadanía a disfrutar del Tianquiztli Tlatilca, un espacio que impulsa a nuestras y nuestros artesanos, llenando de color, sabor e identidad cada rincón. 🤝🌺🌾🥗 📅 29 y 30 de abril 🕘 9:00 a 16:00 horas 📍 Explanada del Palacio Municipal Descubre productos artesanales y gastronomía tradicional que reflejan lo mejor de nuestras raíces. ✨ #AquiGobiernaLaEsperanza #Naucalpan #Cultura #Artesanos",-1,No clasificado,
15,"Actividades de la Guardia Municipal🚨 🚔 La Guardia Municipal continúa fortaleciendo la seguridad y la proximidad social en beneficio de las y los naucalpenses. Estos resultados son producto del trabajo coordinado con la Guardia Nacional, la SEDENA y la Policía Estatal, en el marco de la Estrategia Operativa Oriente. ✅ #AquíGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #Seguridad",1,Seguridad,"guardia, policia, seguridad"
16,"En Ciudad Naucalpan seguimos transformando espacios para el bienestar de las y los vecinos. 🙌✨ En la colonia 10 de Abril realizamos un mejoramiento integral que incluye: 💡 Instalación de luminarias 🛣️ Bacheo con mezcla asfáltica 🌳 Poda de árboles 🚸 Balizamiento y cruces peatonales 🛝 Rehabilitación de espacios recreativos 🪑 Instalación de mobiliario urbano 🎨 Intervención de mural 🧹 Limpieza general y recolección de residuos Hoy, este espacio es más seguro, digno y funcional para todas y todos. 💪 #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion",0,Servicios,"limpieza, luminarias, recoleccion, residuos"
17,"Después de más de 45 años de espera, el Gobierno de Ciudad Naucalpan, encabezado por el Presidente Municipal Isaac Montoya, llevó a la colonia 10 de Abril una transformación integral que mejora el entorno y la calidad de vida de sus habitantes. ✨ A través del programa Huellas de la Transformación, se rehabilitaron calles como Municipio Libre, así como Miguel Velázquez, Morelos y Bernardo. Además, se realizaron trabajos de balizamiento, cruces peatonales seguros, instalación de malla, reja cero y bancas, así como la rehabilitación de la cancha, incorporación de juegos infantiles, tubos de calistenia y la intervención del muralista Canek Leyva, generando espacios dignos para la convivencia comunitaria. También destaca la construcción de un muro de contención que protege a vecinas y vecinos que viven cerca del río, fortaleciendo la seguridad de las familias ante posibles riesgos. Continúanos trabajando en territorio, atendiendo demandas históricas y construyendo soluciones que permanecen en beneficio de las y los naucalpenses. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion #DiezDeAbril",3,Obras y proyectos,"construccion, rehabilitacion"
18,"En Ciudad Naucalpan seguimos transformando espacios para el bienestar de las y los vecinos. ✨ En la colonia 10 de Abril realizamos un mejoramiento integral que incluye: 💡 Instalación de luminarias 🛣️ Bacheo con mezcla asfáltica 🌳 Poda de árboles 🚸 Balizamiento y cruces peatonales 🛝 Rehabilitación de espacios recreativos 🪑 Instalación de mobiliario urbano 🎨 Intervención de mural 🧹 Limpieza general y recolección de residuos Hoy, este espacio es más seguro, digno y funcional para todas y todos los naucalpenses. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion",0,Servicios,"limpieza, luminarias, recoleccion, residuos"
19,"Después de más de 45 años de espera, en la colonia Diez de Abril hoy estamos saldando una deuda histórica con hechos. Y en el aniversario luctuoso de Emiliano Zapata, en su homenaje, llegamos a la colonia Diez de Abril: una colonia de gente trabajadora y de lucha. ✨🤝 Me dio mucho gusto entregar, junto a vecinas y vecinos, una transformación real que mejora su entorno y su calidad de vida: calles rehabilitadas, mejor iluminación, espacios deportivos y recreativos renovados, así como obras que fortalecen la seguridad de las familias. Este esfuerzo forma parte de una visión de gobierno que nació para atender lo que por años fue ignorado. Estoy convencido de que gobernar es escuchar, caminar el territorio y dejar obras que permanezcan para las siguientes generaciones. Por eso, realizamos la repavimentación en calles como Municipio Libre (donde llevamos a cabo el corte de listón), así como en Miguel Velázquez, Morelos y Bernardo; además de balizamiento, cruces peatonales seguros y la instalación de malla, reja cero y bancas. También rehabilitamos la cancha, incorporamos tubos de calistenia, juegos infantiles nuevos y arenilla roja, y sumamos el mural de Canek Leyva, que hoy le da una nueva identidad y un ambiente distinto a la colonia. A esto se suma la construcción de un muro de contención que protege a vecinas y vecinos que viven cerca del río, brindando mayor seguridad y tranquilidad a sus familias. Quiero destacar el compromiso de la comunidad. Le tomé la palabra a Don Florentino, vecino de la colonia, quien puso a disposición su oficio de soldador y pailero para construir un ring de box. Con gusto asumimos esta propuesta, porque el deporte abre caminos y aleja a nuestras juventudes de riesgos; por ello, también destinaremos a un maestro que imparta clases de pugilismo y fortalezca este nuevo espacio. Agradezco también la participación y el acompañamiento de la delegada de la colonia, Virginia Rivas, así como a la comunidad de Diez de Abril por su confianza, porque cuando pueblo y gobierno se suman, la transformación se vuelve visible en cada calle, en cada espacio recuperado y en cada oportunidad para nuestras niñas, niños y jóvenes. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion #DiezDeAbril",2,Vialidades,"calle, calles, repavimentacion"
20,"Te compartimos el Comunicado No. 546 en su versión de Lectura Fácil, elaborada con un lenguaje claro y sencillo para facilitar la comprensión de la información.📄📢 Da clic en el enlace: https://drive.google.com/file/d/1jm04KgSiXXMyRhshwiXELaUJTvlsv39-/view #AquiGobiernaLaEsperanza #Naucalpan #LecturaFacil",-1,No clasificado,
21,"Tu participación es importante 📢 Forma parte de la Octava Sesión de Cabildo Abierto y contribuye en las decisiones que fortalecen nuestro municipio. Un espacio para escuchar, proponer y construir en conjunto. 📌👉 Consulta las bases y requisitos en las imágenes. #AquiGobiernaLaEsperanza #Naucalpan #CabildoAbierto #ParticipaciónCiudadana",-1,No clasificado,
22,"Ciudad Naucalpan es un territorio donde la naturaleza y la historia siguen vivas. 🌿✨🌳💧 Sus bosques, su fauna y cada paisaje reflejan una riqueza que nos da identidad y equilibrio. 🦉 Cuidar esta biodiversidad es proteger nuestro presente y asegurar el futuro de nuestras comunidades. 🤝🌎 #AquiGobiernaLaEsperanza #Naucalpan #MedioAmbiente",-1,No clasificado,
23,"La Guardia Municipal de Ciudad Naucalpan fortalece su estrategia de seguridad con el despliegue del Grupo Montado, una unidad especializada que refuerza la vigilancia en zonas de difícil acceso. 🐴 A través de recorridos permanentes, los binomios equinos brindan presencia y proximidad social en puntos clave como el Bosque de los Remedios, Gasoducto, Panorámica Los Cipreses, Bosque de Arabeles, Parque Moctezuma y Parque Naucalli, garantizando atención y seguridad donde otros medios no pueden ingresar. Cada elemento, junto a su equino, actúa con disciplina y vocación de servicio para fortalecer la confianza ciudadana y mantener el contacto directo con las y los naucalpenses en espacios naturales y comunitarios. De manera paralela, se realizan labores permanentes de mantenimiento, limpieza y cuidado en las instalaciones, asegurando el bienestar integral de los equinos, quienes forman parte fundamental de esta labor. La Guardia Municipal continúa trabajando con unidades especializadas para atender de manera integral las necesidades de seguridad del municipio. #AquiGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #Seguridad",1,Seguridad,"guardia, seguridad, vigilancia"
24,"11 de abril | Natalicio de Gertrudis Bocanegra ✍️🇲🇽 Recordamos a Gertrudis Bocanegra, mujer originaria de Michoacán que participó activamente en la lucha por la Independencia de México. Su valentía y compromiso nos inspiran a seguir construyendo un país con justicia e igualdad. #AquiGobiernaLaEsperanza #Naucalpan #Efeméride",-1,No clasificado,
25,"¿Sabías que? ⚽🌍 En 1970, durante el torneo celebrado en México, la Selección Mexicana utilizó un uniforme verde con detalles en cuello y mangas en los colores nacionales. #AquiGobiernaLaEsperanza #HuellasDelMundial #Naucalpan",-1,No clasificado,
26,"En la colonia Diez de Abril dimos un paso más para recuperar la dignidad y el bienestar de nuestras comunidades con el programa Huellas de la Transformación. Después de más de 45 años de espera, hoy las y los vecinos cuentan con calles renovadas, mejor iluminación, espacios deportivos y recreativos, así como infraestructura que protege su seguridad.✨🏞️🏗️ #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion #DiezDeAbril",0,Servicios,iluminacion
27,"10 de abril | Emiliano Zapata🐎🇲🇽 A 107 años de su legado, Emiliano Zapata representa un símbolo de lucha, justicia y dignidad para el pueblo de México. Su memoria permanece en quienes defienden la tierra, alzan la voz por lo justo y trabajan todos los días por un mejor futuro para sus comunidades. #AquiGobiernaLaEsperanza #Naucalpan #EmilianoZapata",-1,No clasificado,
28,"10 de abril | Natalicio de Leona Vicario ✍️🇲🇽 Hoy recordamos a Leona Vicario, una mujer valiente que desafió su época y contribuyó a la lucha por la Independencia de México. Su legado nos inspira a reconocer el papel fundamental de las mujeres en la construcción de nuestra historia y a seguir avanzando hacia la igualdad. #AquiGobiernaLaEsperanza #Naucalpan #LeonaVicario",3,Obras y proyectos,construccion
