post_url,comentario_texto,autor,fecha_comentario,likes_comentario,es_respuesta,url_comentario
https://www.facebook.com/reel/1400930422069432/,Usted muy bien Montoya,Santa Bustos,2026-05-19T19:14:53.000Z,2,False,https://www.facebook.com/reel/1400930422069432/?comment_id=906462285746816
https://www.facebook.com/reel/1400930422069432/,Excelente medida para resolver el problema de las inundaciones.,Guillermo Montiel Tepox,2026-05-15T18:18:18.000Z,0,False,https://www.facebook.com/reel/1400930422069432/?comment_id=944797948319119
https://www.facebook.com/reel/1400930422069432/,Excelentes acciones!,Fanny Salinas,2026-05-15T17:01:16.000Z,0,False,https://www.facebook.com/reel/1400930422069432/?comment_id=1692055285326491
https://www.facebook.com/reel/1400930422069432/,Muy bien...las acciones bien organizadas rápidas y expeditas y una información directa veraz y oportuna...falta mas por hacer no es fácil pero hay tiempo y voluntad...mis respetos a usted y equipo....,Marco Santillan,2026-05-14T23:36:52.000Z,3,False,https://www.facebook.com/reel/1400930422069432/?comment_id=856570296815175
https://www.facebook.com/reel/1713521486486278/,"Sr. Presidente no nos olvide !
Falta reforzar la obra en San Lorenzo La Cañada  , confiamos en su pronta intervención 🙌🏻",Frexitha Caroline,2026-05-16T21:26:42.000Z,0,False,https://www.facebook.com/reel/1713521486486278/?comment_id=2394034007751244
https://www.facebook.com/reel/1713521486486278/,"Muchas Felicidades Amigo Presidente Isaac Montoya Márquez 
Dios te Colme de Muchas Bendiciones 🥳🎉 Pásala Súper FELIZ CUMPLEAÑOS PRESIDENTE ISAAC MONTOYA MÁRQUEZ 🎂 🏆🪗🎻👏",Gumercindo Rayón,2026-05-16T16:18:29.000Z,0,False,https://www.facebook.com/reel/1713521486486278/?comment_id=1010039731978684
https://www.facebook.com/reel/1713521486486278/,Muchas gracias Presidente Isaac Montoya. Excelente,Tere Soto,2026-05-15T05:06:23.000Z,1,False,https://www.facebook.com/reel/1713521486486278/?comment_id=1478396070683237
https://www.facebook.com/reel/1713521486486278/,Gracias 🫂 por brindarnos la oportunidad de seguirnos profesionalizando para brindar una mejor atención a todos los Naucalpenses!!!! La mejor terapia es la justicia ⚖️ Naucalpan avanza para lograr una ciudad donde los derechos humanos se socializan.,Katy Barrios,2026-05-15T04:33:04.000Z,2,False,https://www.facebook.com/reel/1713521486486278/?comment_id=789999737379854
https://www.facebook.com/reel/1713521486486278/,"Gracias sr presidente por acercar la justicia a los que menos tienen, y seguir capacitando a los servidores públicos 👏",Marco Mosh,2026-05-15T02:14:48.000Z,3,False,https://www.facebook.com/reel/1713521486486278/?comment_id=2026893274842665
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02KryEjRVNf7aZrdeRZgGMqTXgRAXrKFMFkkTTxTJcrZ4fxkSq1uL7rSfTeRqEri94l,Es con registro,Esmeralda Garcia,2026-05-15T00:08:18.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02KryEjRVNf7aZrdeRZgGMqTXgRAXrKFMFkkTTxTJcrZ4fxkSq1uL7rSfTeRqEri94l?comment_id=1160002262921237
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0gdENPTrMDn6aU7F7hgKwDyDbV7pE69pDAntp893wmmkqJH9JZFMuHaX2VywPr2Ddl,Me interesa,Olivia Aguilar Gutierrez,2026-05-15T15:49:24.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0gdENPTrMDn6aU7F7hgKwDyDbV7pE69pDAntp893wmmkqJH9JZFMuHaX2VywPr2Ddl?comment_id=976995325292599
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02A55U9YsK8u7nnbNhRhf34KEhfPUfevcoifnLLXc82SzWZ1aRMKcFdhsYbbQyW4hTl,"Gracias Presidente Isaac y Miguel Reyes por fomentar la igualdad de oportunidades, la socializacion y el respeto por estos niños, niñas, jóvenes y adultos que son merecedores de tener una vida llena de alegrias",Ivon Seg,2026-05-15T00:51:59.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02A55U9YsK8u7nnbNhRhf34KEhfPUfevcoifnLLXc82SzWZ1aRMKcFdhsYbbQyW4hTl?comment_id=1650339599607573
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02A55U9YsK8u7nnbNhRhf34KEhfPUfevcoifnLLXc82SzWZ1aRMKcFdhsYbbQyW4hTl,"Bien ahí, por ese deporte inclusivo 💯",Rey Reyes,2026-05-14T23:41:20.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02A55U9YsK8u7nnbNhRhf34KEhfPUfevcoifnLLXc82SzWZ1aRMKcFdhsYbbQyW4hTl?comment_id=992990589929755
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Carol Fernanda Casas,Adriana Mier Farfan,2026-05-15T22:41:21.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=905365012525782
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Katherin Estudillo vamos,Eliina Estudillo,2026-05-15T05:43:45.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=26607159518984809
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Me das informes por favor,Eliina Estudillo,2026-05-15T02:27:31.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=1559008825742666
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Hola me interesa,Ross Mery Hersal,2026-05-15T01:57:56.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=1015511477712079
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Me interesa,Mara Garcia,2026-05-15T00:48:55.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=1531836268574163
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Me puede regalar información por favor,Mar Cv,2026-05-14T23:45:29.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=850869457445582
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Me interesa mucho me podrían información por favor 🙏,Elsa Elena Mendoza Cortés,2026-05-14T23:09:37.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=1450296239735289
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl,Excelentes talleres que imparten en el IMNIS,Lucero Acuña,2026-05-14T21:00:56.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02Y474xTkz1geomyMEUmPGx12cVCzmi6mdc6WwfiqHkxX7SVV9SoGAW4fUhdPC9W2dl?comment_id=3165462396992949
