post_url,comentario_texto,autor,fecha_comentario,likes_comentario,es_respuesta,url_comentario
https://www.facebook.com/reel/1607348726953752/,"baje mi liquidación desde la página del Estado de México, es correcto ??",Armando Blanco,2026-01-19T20:57:20.000Z,0,False,https://www.facebook.com/reel/1607348726953752/?comment_id=4132531977000007
https://www.facebook.com/reel/1607348726953752/,"Gracias por la información 

#R6
#SeguiremosHaciendoHistoria 
#AquiGobiernaLaEsperanza",Rolando Mejia,2026-01-18T21:08:58.000Z,0,False,https://www.facebook.com/reel/1607348726953752/?comment_id=892404219819938
https://www.facebook.com/reel/1607348726953752/,"¿Cómo se obtiene el recibo de pago? 
Hice el pago en línea",Moni Dltorre,2026-01-15T22:37:16.000Z,0,False,https://www.facebook.com/reel/1607348726953752/?comment_id=1548098816471004
https://www.facebook.com/reel/1607348726953752/,Necesito descargar el comprobante de pago lo hice en línea que debo hacer,Esther Morato,2026-01-15T15:23:02.000Z,2,False,https://www.facebook.com/reel/1607348726953752/?comment_id=2224112231411017
https://www.facebook.com/reel/1607348726953752/,Excelente trabajo,Damaris Allende,2026-01-14T17:47:07.000Z,0,False,https://www.facebook.com/reel/1607348726953752/?comment_id=892427989949706
https://www.facebook.com/reel/1583335029473465/,#R6 #SeguiremosHaciendoHistoria,Copaci San Jose Leones,2026-01-19T01:11:57.000Z,0,False,https://www.facebook.com/reel/1583335029473465/?comment_id=1575992130109878
https://www.facebook.com/reel/1583335029473465/,"#R6
#SeguiremosHaciendoHistoria",Rosa Maria Meza,2026-01-19T01:00:47.000Z,0,False,https://www.facebook.com/reel/1583335029473465/?comment_id=1209012711381477
https://www.facebook.com/reel/1583335029473465/,"Gracias por la actividad 

#R6
#SeguiremosHaciendoHistoria 
#AquiGobiernaLaEsperanza",Rolando Mejia,2026-01-18T21:08:44.000Z,0,False,https://www.facebook.com/reel/1583335029473465/?comment_id=905889405220265
https://www.facebook.com/reel/1583335029473465/,Importante conocer esta iniciativa de convivencia familiar,Vicente Burgos,2026-01-15T01:36:41.000Z,1,False,https://www.facebook.com/reel/1583335029473465/?comment_id=886543437122125
https://www.facebook.com/isaacmontoya24/posts/pfbid02xSGGrALvbNzcpcyhSquCSQwdXSkEvxhjV3XWVqgDRQVgi16u6qg8jH2Xdv8UmSJql,Isaac Montoya es el,Luis Gaytan,2026-01-19T01:24:43.000Z,1,False,https://www.facebook.com/isaacmontoya24/posts/pfbid02xSGGrALvbNzcpcyhSquCSQwdXSkEvxhjV3XWVqgDRQVgi16u6qg8jH2Xdv8UmSJql?comment_id=888268887118346
