doc_id,documento,tema_id,tema,palabras_clave
0,"En colaboración con la Universidad Iberoamericana CDMX firmamos un convenio para vincular el rigor académico con la transformación de Ciudad Naucalpan. Impulsaremos investigación aplicada, diagnósticos urbanos y proyectos piloto para fortalecer iniciativas estratégicas del municipio. #AquiGobiernaLaEsperanza #Naucalpan #Educacion",3,Obras y proyectos,proyectos
1,"Firmamos un convenio con la Universidad Iberoamericana CDMX para vincular el rigor académico con la transformación de Ciudad Naucalpan. Impulsaremos investigación aplicada, innovación urbana y proyectos estratégicos. Naucalpan necesita la visión y creatividad de su juventud. #AquiGobiernaLaEsperanza #Naucalpan #Educacion",3,Obras y proyectos,proyectos
2,"Como parte de la entrega de estímulos y reconocimientos a quienes todos los días trabajan por la seguridad de Ciudad Naucalpan, dimos la bienvenida a 100 nuevos cadetes que se integran a la estrategia de Policía de Proximidad. Fortalecimos el equipamiento con bodycams para Tránsito Municipal, porque la transparencia y el respeto a los derechos humanos no son opcionales: son una convicción. También rifamos vehículos eléctricos como reconocimiento a nuestra corporación. Seguimos construyendo una policía más cercana, profesional y firme. #AquiGobiernaLaEsperanza #Naucalpan #Seguridad",1,Seguridad,"policia, seguridad"
3,"Como parte de la entrega de estímulos y reconocimientos a quienes todos los días trabajan por la seguridad de Ciudad Naucalpan, dimos la bienvenida a 100 nuevos cadetes que se integran a la estrategia de Policía de Proximidad y fortalecimos el equipamiento con bodycams para Tránsito Municipal, porque la transparencia y el respeto a los derechos humanos no son opcionales: son una convicción. Como reconocimiento al trabajo en campo, y porque dignificar a nuestra corporación es fortalecer la seguridad de nuestras familias, también rifamos vehículos eléctricos. La más reciente medición de la ENSU confirma que estamos recuperando la confianza ciudadana. Hoy avanzamos con resultados. Portar el uniforme es una responsabilidad permanente; juntos vamos a seguir construyendo una policía más cercana, profesional y firme. Seguimos trabajando por la paz y la seguridad de las y los ciudadanos. #AquiGobiernaLaEsperanza #Naucalpan #Seguridad",1,Seguridad,"policia, seguridad"
4,"En el Parque Naucalli entregamos la renovación de más de 298 vehículos de Servicios Públicos, con nueva cromática y equipados con más de 750 neumáticos nuevos, para fortalecer las labores de recolección, podas, bacheo, cambio de luminarias y mantenimiento en nuestras",0,Servicios,"luminarias, recoleccion"
5,24 de febrero | Día de la Bandera Honremos con orgullo nuestros símbolos y el significado que nos une como nación. #Naucalpan #DiaDeLaBandera,-1,No clasificado,
6,"Ver ondear nuestra Bandera, con la participación de niñas, niños y jóvenes, nos recuerda que la unidad nacional no es un discurso: es una responsabilidad compartida. Es un compromiso con las nuevas generaciones que anhelan un México en paz, con prosperidad y con comunidad. En este día que celebramos a nuestro lábaro patrio, reiteré mi llamado a la unidad y al respaldo a nuestras instituciones. Reconozco la labor heroica de las Fuerzas de seguridad federal, estatal y municipal, quienes todos los días trabajan por la tranquilidad de nuestras familias. Desde Ciudad Naucalpan seguimos haciendo lo que nos corresponde: construir la paz desde las comunidades, atender las causas y fortalecer la coordinación con los tres órdenes de gobierno. Porque hoy más que nunca, debemos estar informados, unidos y organizados. #AquiGobiernaLaEsperanza #Naucalpan #DiaDeLaBandera",1,Seguridad,seguridad
7,"Ver ondear nuestra Bandera, con la participación de niñas, niños y jóvenes, nos recuerda que la unidad nacional no es un discurso: es una responsabilidad compartida. Es un compromiso con las nuevas generaciones que anhelan un México en paz, con prosperidad y con comunidad. En este día que celebramos a nuestro lábaro patrio, reiteré mi llamado a la unidad y al respaldo a nuestras instituciones. Reconozco la labor heroica de las Fuerzas de seguridad federal, estatal y municipal, quienes todos los días trabajan por la tranquilidad de nuestras familias. Desde Ciudad Naucalpan seguimos haciendo lo que nos corresponde: construir la paz desde las comunidades, atender las causas y fortalecer la coordinación con los tres órdenes de gobierno. Porque hoy más que nunca, debemos estar informados, unidos y organizados. #AquiGobiernaLaEsperanza #Naucalpan #DiaDeLaBandera",1,Seguridad,seguridad
8,"Hoy felicito a Antonio Fonseca, Tercer Regidor de Ciudad Naucalpan, en su cumpleaños. Que tu camino esté lleno de fortaleza y salud, para que juntas y juntos sigamos la ruta de la transformación por la dignificación y el bienestar del pueblo de México. Recibe mis mejores",2,Vialidades,camino
9,"La Universal fue, durante décadas, una colonia olvidada. Hoy empieza a verse distinta. A través del programa Huellas de la Transformación regresamos para cumplir lo que durante años escuché al recorrer sus calles: servicios dignos, espacios públicos seguros y atención directa a",2,Vialidades,calles
10,"Con el programa Huellas de la Transformación rehabilitamos integralmente el Parque El Chamizal, un espacio que durante años estuvo en el abandono y que hoy vuelve a ser digno y seguro para las familias. Seguimos trabajando en territorio, escuchando y cumpliendo. #AquiGobiernaLaEsperanza #HuellasDeLaTransformacion #Naucalpan #ElChamizal",4,Morena (+ / neutro),transformacion
11,"Con el programa Huellas de la Transformación pusimos en marcha la rehabilitación integral del Parque El Chamizal, un espacio que durante años estuvo en el abandono y que hoy vuelve a ser digno y seguro. Instalamos 27 luminarias nuevas, realizamos clareos y podas, trabajos de limpieza integral y rehabilitamos los juegos infantiles. Además, aplicamos 104 toneladas de mezcla asfáltica en El Molinito, San Antonio Zomeyucan, Huizachal y Estado de México. También pintamos barras de contención, línea central y topes en la Avenida Río Hondo. A través de OAPAS, se realizaron 16 reparaciones por fugas de agua, desazolve y retiro de cascajo, atendiendo problemas que por años afectaron directamente a las y los vecinos. No venimos a administrar el rezago. Venimos a transformar. Seguimos trabajando en territorio, escuchando y cumpliendo. #AquiGobiernaLaEsperanza #HuellasDeLaTransformacion #Naucalpan #ElChamizal",0,Servicios,"agua, fugas, limpieza, luminarias, oapas"
12,"La Universal fue, durante décadas, una colonia olvidada. Hoy empieza a verse distinta. A través del programa Huellas de la Transformación regresamos para cumplir lo que durante años escuché al recorrer sus calles: servicios dignos, espacios públicos seguros y atención directa a sus necesidades. En esta intervención realizamos trabajos concretos: Renovación del parque y nueva área de juegos infantiles Sustitución de 25 luminarias. Aplicación de 78 toneladas de asfalto para bacheo. Pintura de guarniciones, cruces peatonales y balizamiento Poda y clareo de árboles. Chaponeo, limpieza y recolección de más de 2 toneladas de residuos. No se trata de discurso, se trata de resultados visibles. Gobernar distinto es poner toda la capacidad del gobierno al servicio de la gente. Hoy trabajamos en todos los frentes: servicios públicos, obra, seguridad, salud. Y lo hacemos gracias a la confianza de las y los naucalpenses que cumplen y permiten que el recurso regrese a sus colonias. No venimos a administrar el abandono. Venimos a reconstruir, a devolver prosperidad y a hacer visibles a las comunidades que por años fueron ignoradas. La Universal es ejemplo de que cuando primero van quienes más lo necesitan, la transformación se nota. #AquiGobiernaLaEsperanza #HuellasDeLaTransformacion #Naucalpan",0,Servicios,"limpieza, luminarias, recoleccion, residuos"
13,"Realizamos la Mesa de Paz en Santa Cruz del Monte. De acuerdo con la Fiscalía, hay descenso en delitos de alto impacto y robo de vehículos. Seguimos reforzando la estrategia con más patrullas, cámaras y próximamente un nuevo C4. La paz también se construye con Atención a las",1,Seguridad,"patrullas, robo"
14,"Me reuní con el Secretario del Agua del Estado de México, José Arnulfo Silva Adaya, para seguir avanzando en proyectos estratégicos en materia hídrica para Ciudad Naucalpan. Estamos fortaleciendo la coordinación institucional para consolidar iniciativas que beneficien a miles de familias naucalpenses. Seguimos trabajando con responsabilidad y visión de futuro para garantizar agua y bienestar en nuestro municipio. #AquiGobiernaLaEsperanza #Naucalpan #EdoMex",0,Servicios,agua
