post_url,comentario_texto,autor,fecha_comentario,likes_comentario,es_respuesta,url_comentario
https://www.facebook.com/reel/4061305634013225/,"Buen trabajo 

#R6 
#SeguiremosHaciendoHistoria",Rolando Mejia,2026-02-18T04:47:28.000Z,0,False,https://www.facebook.com/reel/4061305634013225/?comment_id=1997783960803915
https://www.facebook.com/reel/4061305634013225/,"Con cada huella de la transformación, Isaac Montoya toca y cambia vidas dando bienestar a las comunidades 🔗",Pérez Ivette,2026-02-14T19:34:16.000Z,0,False,https://www.facebook.com/reel/4061305634013225/?comment_id=840818845652542
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl,"Gracias por el taller 

#R6 
#SeguiremosHaciendoHistoria",Rolando Mejia,2026-02-18T04:50:19.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl?comment_id=952668510533872
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl,"Me interesa asistir, es un sòlo día?",Tere Mendoza S,2026-02-15T02:38:45.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl?comment_id=852647157807889
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl,"Hola, puede ser de cualquier municipio o necesario ser de Naucalpan?",Karolina GR,2026-02-15T02:17:00.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl?comment_id=2151723825636341
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl,Cuántos días dura el curso,Rosales Perla,2026-02-14T20:44:49.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl?comment_id=1455739489397198
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl,Ya emocionada por tomar el curso seee,Loga Larm,2026-02-14T20:27:51.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl?comment_id=1433137958197710
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl,Requisitos por favor,Fer Ronda,2026-02-14T20:08:37.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl?comment_id=1569793927590468
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl,Costo,Pavon Eli,2026-02-14T19:53:39.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02EgrfsNinwncdSyyK7X4xunShk49D5QEmwqTyGNtAErJkhDLcjv9DwHMzKwCYvPhsl?comment_id=1389405412419106
https://www.facebook.com/reel/1561347891609971/,Y para cuando  vendrá la transformación  aquí entre la escuela francisco y madero  y la escuela tierra y  libertad y kinder Diaz mirón y mercado izcalli chamapa  todo este trayecto  que es el pago de los niños de miles de niños es un asco para cuando presidente  toda esta gente  voto x ti y estamos esperando  por todos lados trae  obra y lo felicito  pero.aqui de donde tu eres también  necesitamos de tu valiosa ayuda,Martin Vega,2026-02-20T21:55:06.000Z,0,False,https://www.facebook.com/reel/1561347891609971/?comment_id=1459024615923183
