doc_id,documento,tema_id,tema,palabras_clave
0,"Desde San Esteban Huitzilacasco entregamos una nueva #HuellaDeLaTransformación: mejoramos calles, alumbrado y espacios públicos. Gobernar es estar en el territorio, escuchar y cumplir. Así seguimos transformando #Naucalpan. #AquiGobiernaLaEsperanza",0,Servicios,alumbrado
1,En San Esteban Huitzilacasco entregamos una nueva Huella de la Transformación. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion #SanEsteban,4,Morena (+ / neutro),transformacion
2,"Visitamos la colonia Tercer Mundo, donde llevamos a cabo una nueva jornada de “Impulsando tu Salud en tu Comunidad”, acercando servicios médicos gratuitos a quienes más lo necesitan, a través del #DIFNaucalpan. La salud es un derecho, no un privilegio. #Naucalpan",-1,No clasificado,
3,Agradezco a la Academia Bboy Lagar y a Miguel Ángel Zúñiga Ortiz por sus palabras. Su talento y trayectoria hoy representan a México con orgullo. #Naucalpan #Deporte #BboyLagar,-1,No clasificado,
4,"Hoy felicito con aprecio a José Carlos Quezada, Director de la Guardia Municipal, en su cumpleaños. Recibe mis mejores deseos. #Naucalpan",1,Seguridad,guardia
5,"24 de marzo | Día Mundial de la Tuberculosis. En el Día Mundial de la Tuberculosis recordamos la importancia de la prevención, la información y la detección oportuna para proteger la salud de todas y todos. #AquiGobiernaLaEsperanza #Naucalpan #DiaMundialDeLaTuberculosis",-1,No clasificado,
6,"Hoy, en el Día Mundial del Agua, recordamos algo fundamental: sin agua no hay vida. #AquiGobiernaLaEsperanza #Naucalpan #DiaMundialDelAgua",0,Servicios,agua
7,"Hoy celebro la vida de José Alejandro Peña, Diputado Federal en la LXVI Legislatura. Recibe mis mejores deseos. #Naucalpan",-1,No clasificado,
8,"21 de marzo | Día Mundial del Síndrome de Down. La inclusión se construye cuando garantizamos derechos y eliminamos barreras. Sigamos trabajando por una sociedad más justa, empática e incluyente para todas y todos. #AquiGobiernaLaEsperanza #Naucalpan #Inclusión",-1,No clasificado,
9,"Este 21 de marzo conmemoramos el 220° aniversario del natalicio de Benito Juárez, Benemérito de las Américas. Su legado en la construcción de un México laico, democrático y de respeto al derecho ajeno sigue siendo guía. #Naucalpan",3,Obras y proyectos,construccion
10,"Firmamos el convenio de sueldos, prestaciones de ley y colaterales 2026 con el SUTEYM sección Naucalpan, un acuerdo que refleja el respeto, la coordinación y la confianza entre el gobierno municipal de las y los sindicalizados. #AquiGobiernaLaEsperanza #Naucalpan #SUTEYM",-1,No clasificado,
11,"Regresé a la Primaria Estado de México, una escuela que marcó mi vida y donde aprendí, junto a mi familia y mis compañeros, el valor del esfuerzo, la disciplina y los sueños. En este espacio llevamos a cabo la #MesaDePazItinerante. #Naucalpan",-1,No clasificado,
12,"20 de marzo | Equinoccio de Primavera. La primavera constituye la estación del optimismo, en la que todo florece, incluso los sueños. #AquiGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
13,"Visitamos la emblemática Presa Madín, donde acompañamos a la Ingeniera Citlalli Elizabeth Peraza Camacho, Directora General del #OCAVM, quien ha encabezado un trabajo comprometido para la limpieza y saneamiento de este importante cuerpo de agua. #Naucalpan #CONAGUA",0,Servicios,"agua, limpieza"
14,"En el marco del Día Mundial del Agua, como Gobierno Municipal nos sumamos a la jornada de limpieza en la Presa Madín, en coordinación con la #CONAGUA y el #OCAVM, encabezado por la ingeniera Citlalli Elizabeth Peraza Camacho. #Naucalpan",0,Servicios,"agua, limpieza"
15,"Invitamos a jóvenes de 18 a 29 años al Taller Gratuito de Oratoria y Debate 14, 16, 21 y 23 de abril 13:00–15:00 hrs. #FESAcatlán Cupo limitado (40 lugares) Pre-registro requerido Consulta la imagen para más información. #AquiGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
16,En Ciudad Naucalpan preservamos nuestras tradiciones y expresiones culturales. Te invitamos a la Segunda Procesión del Silencio 2026. Viernes 3 de abril 20:00 horas Inicio: Triángulo del CCH Naucalpan #AquiGobiernaLaEsperanza #Naucalpan #tradiciones,-1,No clasificado,
17,"Talleres demostrativos en Naucalpan Barrio de la Viga (Cancha del Llano), San Francisco Chimalpa 7 de abril 10:00 a 12:00 h ¡Participa y súmate al cuidado del medio ambiente! #Naucalpan #AquiGobiernaLaEsperanza",-1,No clasificado,
18,Vive el Tianquiztli Tlatilca y apoya a nuestras y nuestros artesanos. 15 y 16 de abril 9:00 a 16:00 h Explanada del Palacio Municipal Artesanías y gastronomía tradicional en un solo lugar. #AquiGobiernaLaEsperanza #Naucalpan,-1,No clasificado,
19,"¿Buscas dónde realizar tu servicio social o prácticas profesionales? Consulta en las imágenes los requisitos, horarios y datos de contacto. Da el siguiente paso en tu formación y pon tu talento al servicio de tu comunidad. #AquiGobiernaLaEsperanza #Naucalpan #Juventudes",-1,No clasificado,
20,"Junta Municipal de Reclutamiento | #SMN El Gobierno de Ciudad #Naucalpan, en coordinación con SEDENA, informa a los jóvenes Clase 2008 y remisos sobre el trámite del Servicio Militar Nacional. Consulta requisitos y documentos en la imagen. #AquiGobiernaLaEsperanza",-1,No clasificado,
21,"¿Sabías que? El diseño de Alemania 2006 es recordado por sus figuras sonrientes, conocidas como “Las caras del fútbol”, que simbolizan alegría, convivencia y el espíritu festivo del deporte. #AquiGobiernaLaEsperanza #HuellasDelMundial #Naucalpan",-1,No clasificado,
22,"Después de más de 20 años en abandono, el Tanque San Esteban fue rehabilitado con tecnología de vanguardia y sistema de telemetría, mejorando el servicio de agua para las y los naucalpenses. #AquiGobiernaLaEsperanza #Naucalpan #OAPASAS #CONAGUA",0,Servicios,agua
23,"El Parque Revolución se llenó de energía con una Mega Clase de Zumba, a través del IMCUFIDEN, seguimos impulsando espacios gratuitos para la salud y el deporte. Próxima Mega Zumba en la explanada municipal. #AquiGobiernaLaEsperanza #Naucalpan #IMCUFIDEN",-1,No clasificado,
24,"Pago Predial Naucalpan 2026 Paga en Tesorería, receptorías, bancos o en línea. Pago en línea: https://f.mtr.cool/fybqjefxcq Cumplir fortalece tu colonia y tu municipio. #AquiGobiernaLaEsperanza #Naucalpan #Predial2026 #TesoreriaMunicipal",-1,No clasificado,
25,"¿Sabías que? El diseño de Corea/Japón 2002 fue el primero en representar una sede compartida, incorporando elementos que simbolizan armonía, unión cultural y la pasión por el fútbol en dos naciones. #AquiGobiernaLaEsperanza #HuellasDelMundial #Naucalpan",-1,No clasificado,
26,"Invitamos a jóvenes de 18 a 29 años al Taller Gratuito de Oratoria y Debate 14, 16, 21 y 23 de abril 13:00–15:00 hrs. #FESAcatlán Cupo limitado (40 lugares) Pre-registro requerido Consulta la imagen para más información. #AquiGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
27,"El Gobierno de Naucalpan, a través del IMNIS, impulsa el taller de Facial y Spa de Manos para fortalecer el emprendimiento y la autonomía económica de las mujeres. Capacitación que transforma talento en ingresos y bienestar. #AquiGobiernaLaEsperanza #Naucalpan #IMNIS",-1,No clasificado,
28,Desde el Gobierno de Ciudad Naucalpan te invitamos a aprovechar los descuentos vigentes en el pago del Predial y Agua 2026. #AquiGobiernaLaEsperanza #Naucalpan #Predial2026 #TesoreriaMunicipal,0,Servicios,agua
29,En Ciudad Naucalpan preservamos nuestras tradiciones y expresiones culturales. Te invitamos a la Segunda Procesión del Silencio 2026. Viernes 3 de abril 20:00 horas Inicio: Triángulo del CCH Naucalpan #AquiGobiernaLaEsperanza #Naucalpan #tradiciones,-1,No clasificado,
30,"Después de más de 20 años de abandono, el Tanque #SanEsteban ha sido completamente rehabilitado, gracias a los trabajos realizados en conjunto con el #OAPAS y la #CONAGUA. #AquiGobiernaLaEsperanza #Naucalpan",0,Servicios,oapas
31,"Pago Predial Naucalpan 2026 Paga en Tesorería, receptorías, bancos o en línea. Pago en línea: https://f.mtr.cool/fybqjefxcq Cumplir fortalece tu colonia y tu municipio. #AquiGobiernaLaEsperanza #Naucalpan #Predial2026 #TesoreriaMunicipal",-1,No clasificado,
32,Vive el Tianquiztli Tlatilca y apoya lo hecho en Naucalpan. 29 y 30 de abril 9:00 a 16:00 hrs. Explanada del Palacio Municipal Artesanías y gastronomía tradicional en un solo lugar. #AquiGobiernaLaEsperanza #Naucalpan,-1,No clasificado,
33,Del Suicidio Sí Se Habla. Mito: solo las personas adultas se suicidan. Realidad: puede presentarse en cualquier etapa de la vida. Hablar sin prejuicios y estar atentos puede salvar vidas. #AquiGobiernaLaEsperanza #Naucalpan #PrevenirEsCuidar #DelSuicidioSiSeHabla,-1,No clasificado,
34,"En el Parque Revolución, llevamos a cabo una jornada integral de salud para nuestras mascotas. Además, entregamos 500 becas Rita Cetina, impulsadas por el Gobierno de México, para el bienestar de nuestras juventudes en #Naucalpan. #AquiGobiernaLaEsperanza",-1,No clasificado,
35,"Convocatoria: Talleres de Participación y Emprendimiento Comunitario Consulta en las imágenes los talleres disponibles, requisitos y proceso de inscripción. #AquiGobiernaLaEsperanza #Naucalpan #Bienestar #Emprendimiento",-1,No clasificado,
36,"Pago Predial Naucalpan 2026 Paga en Tesorería, receptorías, bancos o en línea. Pago en línea: https://f.mtr.cool/fybqjefxcq Cumplir fortalece tu colonia y tu municipio. #AquiGobiernaLaEsperanza #Naucalpan #Predial2026 #TesoreriaMunicipal",-1,No clasificado,
37,ROMPER EL SILENCIO TAMBIÉN ES SALVAR VIDAS XÄDI RA TS’U̱T’I GE’Ä N’A RA Ñ’AT’I PA GA PÄTS’I YA TE #AquiGobiernaLaEsperanza #Naucalpan #Inclusion #Otomi,-1,No clasificado,
38,Desde el Gobierno de Ciudad Naucalpan te invitamos a aprovechar los descuentos vigentes en el pago del Predial y Agua 2026. #AquiGobiernaLaEsperanza #Naucalpan #Predial2026 #TesoreriaMunicipal,0,Servicios,agua
39,"¡Clases gratuitas de inglés en Ciudad Naucalpan! Consulta días, horarios y datos de contacto en la imagen. ¡Da el siguiente paso hacia nuevas oportunidades! #AquiGobiernaLaEsperanza #Naucalpan #Juventudes #Ingles",-1,No clasificado,
40,"Realizamos la Mesa por la Paz y “Bailemos Juntos por la Paz” en la Glorieta Morelos, donde juventudes llenaron el espacio público con cultura y talento. #AquiGobiernaLaEsperanza #Naucalpan #MesaDePaz",-1,No clasificado,
41,"Pago Predial Naucalpan 2026 Paga en Tesorería, receptorías, bancos o en línea. Pago en línea: https://f.mtr.cool/fybqjefxcq Cumplir fortalece tu colonia y tu municipio. #AquiGobiernaLaEsperanza #Naucalpan #Predial2026 #TesoreriaMunicipal",-1,No clasificado,
42,Vive el Tianquiztli Tlatilca y apoya a nuestras y nuestros artesanos. 15 y 16 de abril 9:00 a 16:00 h Explanada del Palacio Municipal Artesanías y gastronomía tradicional en un solo lugar. #AquiGobiernaLaEsperanza #Naucalpan,-1,No clasificado,
43,"¿Qué hay después del 8M? En Naucalpan la lucha sigue todos los días: trabajamos para prevenir la violencia, impulsar la igualdad y construir espacios seguros para mujeres, niñas y adolescentes. #AquiGobiernaLaEsperanza #Naucalpan #IgualdadSustantiva #IMNIS",-1,No clasificado,
44,"¿Sabías que? El diseño de Estados Unidos 1994 incorpora un balón en movimiento acompañado de franjas que evocan la bandera estadounidense, representando velocidad, energía y el crecimiento del fútbol en ese país. #AquiGobiernaLaEsperanza #HuellasDelMundial #Naucalpan",4,Morena (+ / neutro),movimiento
45,INFORMAR NO PROVOCA: PROTEGE XÄDI HINGI TS’U̱: PÄTS’I #AquiGobiernaLaEsperanza #Naucalpan #Inclusion #Otomi,-1,No clasificado,
46,"Invitamos a jóvenes de 18 a 29 años al Taller Gratuito de Oratoria y Debate 14, 16, 21 y 23 de abril 13:00–15:00 hrs. #FESAcatlán Cupo limitado (40 lugares) Pre-registro requerido Consulta la imagen para más información. #AquiGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
47,La transformación de Ciudad Naucalpan también significa atender riesgos que durante años pusieron en peligro a la comunidad. #AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion,1,Seguridad,peligro
48,"Invitación a las juventudes naucalpenses🗣️ El Gobierno de Ciudad Naucalpan, a través de la Dirección de Bienestar e Inclusión Social y en colaboración con el Instituto de las Juventudes Naucalpenses, invita al Taller Gratuito de formación para el fortalecimiento de habilidades de argumentación, oratoria, uso de lenguaje y estructura de debate. Este taller, impartido por la Asociación Estudiantil MOHUMEX, está dirigido a jóvenes de entre 18 y 29 años que deseen fortalecer sus habilidades de comunicación, análisis y participación. 📅 Fechas: 14, 16, 21 y 23 de abril 🕐 Horario: 13:00 a 15:00 horas 📍 Sede: FES Acatlán, “Salón de Juicios Orales”, Edificio A11 ⚠️ Cupo limitado a 40 lugares 📲 Para participar es necesario realizar un pre-registro (se enviará link). 📞 Informes: 55 2018 3879 📩 belem.hernandez@naucalpan.gob.mx Seguimos impulsando espacios de formación para el desarrollo integral de las juventudes en Naucalpan. #AquiGobiernaLaEsperanza #Naucalpan #Juventud #Oratoria #FESAcatlan",3,Obras y proyectos,"desarrollo, edificio"
49,En Ciudad Naucalpan preservamos nuestras tradiciones y expresiones culturales. 🙏✨ Te invitamos a la Segunda Procesión del Silencio 2026. 📅 Viernes 3 de abril 🕗 20:00 horas 📍 Inicio: Triángulo del CCH Naucalpan #AquiGobiernaLaEsperanza #Naucalpan #tradiciones,-1,No clasificado,
50,"¡Aprende, crea y cuida tu entorno en un solo lugar! 🌿🍓 El Gobierno de Ciudad Naucalpan, a través de la Dirección de Medio Ambiente, te invita a participar en dos talleres demostrativos: 🌸 Jardín de refugio para polinizadores 🍯 Elaboración de mermeladas 📍 Barrio de la Viga (Cancha del Llano), San Francisco Chimalpa 🗓 Martes 7 de abril de 2026 🕙 10:00 a 12:00 horas y 12:00 horas. Sumemos acciones por el cuidado del medio ambiente y el aprovechamiento sustentable de nuestros recursos. ¡Te esperamos! #AquíGobiernaLaEsperanza #Naucalpan",-1,No clasificado,
51,"El Gobierno de Ciudad Naucalpan, a través de la Dirección de Bienestar e Inclusión Social, invita a la ciudadanía a vivir una experiencia llena de identidad, cultura y sabor en el Tianquiztli Tlatilca, un espacio que impulsa a las y los productores y artesanos locales. 🤝✨ Durante esta jornada, podrás recorrer un mercado lleno de vida, donde cada pieza artesanal y cada platillo cuentan una historia, fortaleciendo nuestras raíces y el orgullo de ser naucalpenses. 🧶🌮 📅 15 y 16 de abril 🕘 De 9:00 a 16:00 horas 📍 Explanada de los Edificios Anexos al Palacio Municipal Disfruta de: 🧺 Exposición y venta de productos artesanales. 🍲 Gastronomía tradicional. Consumir local es fortalecer nuestra comunidad y apoyar el talento de nuestra gente. 💛 Para mayor información: 55 1199 6742 #AquiGobiernaLaEsperanza #Naucalpan #Cultura #Artesanos #ConsumoLocal",-1,No clasificado,
52,"¿Buscas dónde realizar tu servicio social o prácticas profesionales?🎓 El Gobierno de Ciudad Naucalpan, a través del Instituto de las Juventudes Naucalpenses, te invita a integrarte y fortalecer tu experiencia profesional en el Ayuntamiento. 📍👉Consulta en las imágenes los requisitos, horarios y datos de contacto. Da el siguiente paso en tu formación y pon tu talento al servicio de tu comunidad. #AquiGobiernaLaEsperanza #Naucalpan #Juventudes",-1,No clasificado,
53,"Te compartimos el Comunicado No. 534 en su versión de Lectura Fácil, elaborada con un lenguaje claro y sencillo para facilitar la comprensión de la información.📄📢 Da clic en el enlace: https://drive.google.com/file/d/1yB-_Cxpq1AaKfZvRe6OozQnXTzBQgf3Q/view #AquiGobiernaLaEsperanza #Naucalpan #LecturaFacil",-1,No clasificado,
54,"Junta Municipal de Reclutamiento | #SMN📌🇲🇽 El Gobierno de Ciudad #Naucalpan, en coordinación con SEDENA, informa a los jóvenes Clase 2008 y remisos sobre el trámite del Servicio Militar Nacional. ℹ️ Consulta requisitos y documentos en la imagen. #AquiGobiernaLaEsperanza",-1,No clasificado,
55,"¿Sabías que? ⚽🌍 El diseño de Alemania 2006 es recordado por sus figuras sonrientes, conocidas como “Las caras del fútbol”, que simbolizan alegría, convivencia y el espíritu festivo del deporte. #AquiGobiernaLaEsperanza #HuellasDelMundial #Naucalpan",-1,No clasificado,
