post_url,page_url,page_handle,autor,fecha_post,fecha_post_date,post_texto,num_comentarios_post,reacciones_post
https://www.facebook.com/reel/1004415421981856/,https://www.facebook.com/isaacmontoya24,isaacmontoya24,Isaac Montoya,2026-05-27 17:33:12,2026-05-27,"Dejamos una Huella más de la Transformación en la colonia La Radio Benito Juárez, la cual forma parte importante de mi historia y de mi camino en el servicio público. 
Aquí, hace más de 12 años, encontré el respaldo y la confianza de vecinas y vecinos que nunca dejaron de creer en la transformación de Ciudad Naucalpan. 

Hoy cumplimos con hechos. La colonia cuenta ya con iluminación al 100 por ciento, calles rehabilitadas y espacios dignos para nuestras niñas y niños. Instalamos nuevas luminarias y postes, rehabilitamos juegos infantiles y construimos un sendero seguro que conecta a La Radio Benito Juárez con Alfredo V. Bonfil, La Mancha I y Plan de Ayala, brindando mayor seguridad para quienes salen temprano a estudiar o trabajar y regresan a casa todos los días. 💡🚶‍♀️🛣️

Además, aplicamos 52 toneladas de mezcla asfáltica, realizamos poda y clareo de árboles, limpieza de áreas verdes y escaleras, rehabilitación de espacios públicos y recolectamos más de 42 toneladas de residuos. 🌳🚧♻️

Seguiremos llegando a cada colonia, pueblo y fraccionamiento para devolver dignidad, bienestar y esperanza a nuestra gente. 

#AquiGobiernaLaEsperanza #Naucalpan #HuellasDeLaTransformacion",46,883
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02BkvshuUH7gctZRdiyUZX6AqfaUGixPZdViEbTP4G2quP4BJpc1rBn5XHG5ZhNXkrl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-27 17:01:33,2026-05-27,"Invitamos a las y los naucalpenses a ser parte del Mundial Social Naucalpan 2026, un espacio de convivencia y activación para fortalecer la comunidad a través del deporte. ⚽🏆🎽✨

📍 Cancha V. Bonfil, Alfredo V. Bonfil, Naucalpan.
🗓️ Sábado 30 de Mayo.
🕓 13:00 horas.

#AquiGobiernaLaEsperanza #Naucalpan #MundialSocial #IMCUFIDEN",1,300
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0MtvDdXW8jJfMEMZyDKyUfwKrEAVbXCZj7jfZpcMePZRgHcKBYCkYmDNq2Zvfqretl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-27 16:44:39,2026-05-27,"Las #HuellasDeLaTransformación siguen recuperando espacios para las familias naucalpenses. ⚽✨

📍 Te esperamos este sábado 30 de mayo a las 12:30 horas en Alfredo V. Bonfil, para la entrega de canchas en el Campo de Fútbol Las Torres.

#AquiGobiernaLaEsperanza #Naucalpan",1,369
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0BwR1vapofvtQtWXLJ6yMRH3ZCmubeE71khMfEwgfUGp58uNiTCjkXhJ8CiBHc3oXl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-27 16:41:24,2026-05-27,"Las #HuellasDeLaTransformación siguen llegando a más comunidades de Ciudad Naucalpan. ⚽✨

Este viernes 29 de mayo acompáñanos a la entrega de canchas en la colonia México 68, un espacio renovado para la convivencia, el deporte y el bienestar de nuestras familias.

#AquiGobiernaLaEsperanza #Naucalpan",2,376
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02ZyAwGaKnAUsV243j6dtvRiGuheBsJNAxqXKvZwvmK7Ht442pWJCKQ23XUrg7o2J7l,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-27 16:27:35,2026-05-27,"Con el objetivo de fortalecer la seguridad y la capacidad de respuesta en las comunidades, el Gobierno de Ciudad Naucalpan, encabezado por el Presidente Municipal, Isaac Montoya, suma una nueva Base Operativa C2 en la colonia Olímpica Radio.🚔 

Este espacio, que anteriormente se encontraba en abandono, fue transformado integralmente para convertirse en un centro de vigilancia y videovigilancia con operación permanente de la Guardia Municipal, brindando atención, prevención y acompañamiento a vecinas y vecinos. 📹

La intervención incluyó la construcción de nuevas áreas operativas, oficina administrativa, cuarto de resguardo, espacios de vigilancia y descanso para el personal, así como la rehabilitación de áreas exteriores con andadores, áreas verdes y rampas de acceso, generando un entorno más ordenado, seguro e incluyente.

Además, esta Base Operativa se suma a la estrategia tecnológica de seguridad impulsada en el municipio, que contempla la ampliación de cámaras de videovigilancia y el fortalecimiento del próximo C4, permitiendo mejorar la capacidad de monitoreo y reacción ante cualquier emergencia. ✨

#AquiGobiernaLaEsperanza #Naucalpan #Seguridad #GuardiaMunicipal",17,752
https://www.facebook.com/reel/26976969908590346/,https://www.facebook.com/isaacmontoya24,isaacmontoya24,Isaac Montoya,2026-05-27 16:15:33,2026-05-27,"Como parte de la estrategia de seguridad en Ciudad Naucalpan, que ha permitido disminuir los delitos de alto impacto, sumamos una nueva Base Operativa C2 en la colonia Olímpica Radio.🚔📹

Este espacio antes se encontraba abandonado y en malas condiciones; hoy se convirtió en un centro de monitoreo inteligente con presencia permanente de la Guardia Municipal, videovigilancia las 24 horas y atención preventiva para las y los vecinos.

Además, transformamos el entorno con áreas verdes, andadores peatonales y rampas de acceso, porque estoy convencido de que la seguridad también se construye recuperando espacios públicos dignos, accesibles y seguros para todas y todos. ✨

#AquiGobiernaLaEsperanza #Naucalpan #Seguridad",60,1026
https://www.facebook.com/CiudadNaucalpan/posts/pfbid034viPRQPmZWzarGc3v2Rhnu9PVz5T9AJLTD8av2rW3xoYd5NKxmtEHuo8kUNZfKALl,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-27 15:30:35,2026-05-27,"El Gobierno de Ciudad Naucalpan, a través del Instituto de las Mujeres Naucalpenses y la Igualdad Sustantiva, te invita a participar en los Círculos de Autocuidado Terapéuticos.💜 
#AquiGobiernaLaEsperanza #Naucalpan #IMNIS #Autocuidado",14,290
https://www.facebook.com/isaacmontoya24/posts/pfbid0DxGbXSPf2fs9ERBXLhRrhapSwYLTC8Mn7xRUa12yW61kiBRHD91fpkQginWeb819l,https://www.facebook.com/isaacmontoya24,isaacmontoya24,Isaac Montoya,2026-05-27 15:18:53,2026-05-27,"Como parte de la estrategia de seguridad en Ciudad Naucalpan, que ha permitido disminuir los delitos de alto impacto, sumamos una nueva Base Operativa C2 en la colonia Olímpica Radio.🚔📹

Este espacio antes se encontraba abandonado y en malas condiciones; hoy se convirtió en un centro de monitoreo inteligente con presencia permanente de la Guardia Municipal, videovigilancia las 24 horas y atención preventiva para las y los vecinos.

Además, transformamos el entorno con áreas verdes, andadores peatonales y rampas de acceso, porque estoy convencido de que la seguridad también se construye recuperando espacios públicos dignos, accesibles y seguros para todas y todos. ✨

Seguimos trabajando con más tecnología, más cámaras y mayor coordinación para cuidar a nuestras familias y seguir disminuyendo los delitos de alto impacto en Ciudad Naucalpan.

#AquiGobiernaLaEsperanza #Naucalpan #Seguridad",169,1223
https://www.facebook.com/reel/1328915916100672/,https://www.facebook.com/GuardiaMunicipalCiudadNaucalpan,guardiamunicipalciudadnaucalpan,Guardia Municipal Ciudad Naucalpan,2026-05-27 15:02:02,2026-05-27,"La estrategia permanente en combate al robo de vehículos sigue dando resultados en Ciudad Naucalpan. 🚔🚨

De acuerdo con cifras de OCRA, el municipio pasó del lugar 6 en 2022 al 12 en 2026, saliendo del top 10 y logrando una disminución del 61% en este delito.

Estos avances son resultado del trabajo coordinado con la Guardia Nacional, la SEDENA y la Policía Estatal, en el marco de la Estrategia Operativa Oriente. ✅

La Guardia Municipal refrenda su compromiso de proteger el patrimonio de la ciudadanía. 🤝

#AquiGobiernaLaEsperanza #Naucalpan #GuardiaMunicipal #EdoMex #SSEM #Seguridad",0,392
https://www.facebook.com/reel/1015485250822891/,https://www.facebook.com/CiudadNaucalpan,ciudadnaucalpan,Ciudad Naucalpan / Gobierno Municipal 2025-2027.,2026-05-27 15:02:00,2026-05-27,"Servicio de Relevo🧏‍♀️

En el Palacio Municipal de Ciudad Naucalpan ya contamos con el servicio gratuito de interpretación en Lengua de Señas Mexicana, para la atención y realización de trámites.

Este servicio está disponible en los módulos de atención directa al público, con el objetivo de garantizar una comunicación accesible e incluyente.

📍 Palacio Municipal de Naucalpan.
🗓️ Lunes a Viernes.
⏰ De 10:00 a 15:00 horas.

¡Este servicio es para ti! Úsalo cuando lo necesites.

#AquiGobiernaLaEsperanza #Naucalpan #Inclusion #LenguaDeSeñas #ServicioDeRelevo",0,553
