post_url,comentario_texto,autor,fecha_comentario,likes_comentario,es_respuesta,url_comentario
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02BkvshuUH7gctZRdiyUZX6AqfaUGixPZdViEbTP4G2quP4BJpc1rBn5XHG5ZhNXkrl,"Ahí estaremos  !!

Muy buen trabajo. !!",Armando Pérez,2026-05-28T00:30:41.000Z,1,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02BkvshuUH7gctZRdiyUZX6AqfaUGixPZdViEbTP4G2quP4BJpc1rBn5XHG5ZhNXkrl?comment_id=997856852753849
https://www.facebook.com/reel/1004415421981856/,Que sigan los trabajos del presidente Isaac Montoya  el único presidente municipal que si ha trabajado por  un Naucalpan mejor en pro de los Naucalpanpenses felicidades 👍💯🇲🇽4T,Antonio Hernandez,2026-05-29T16:01:51.000Z,0,False,https://www.facebook.com/reel/1004415421981856/?comment_id=2284391672300648
https://www.facebook.com/reel/1004415421981856/,"Señor Isaac Montoya pedimos de su apoyo para las calles de plan de Ayala en la segunda sección,están muy mal ..tanto de alumbrado como de asfalto ....",Lola Gonzalez,2026-05-29T15:45:42.000Z,0,False,https://www.facebook.com/reel/1004415421981856/?comment_id=35882736711371594
https://www.facebook.com/reel/1004415421981856/,Tenemos un gran presidente.,Adi Parra,2026-05-29T01:41:53.000Z,3,False,https://www.facebook.com/reel/1004415421981856/?comment_id=995778146483123
https://www.facebook.com/reel/1004415421981856/,Ahora nos toca a nosotros conservarlo,Amor Martinez,2026-05-28T21:54:16.000Z,3,False,https://www.facebook.com/reel/1004415421981856/?comment_id=1003208925384279
https://www.facebook.com/reel/1004415421981856/,Gracias presidente Issac Montoya por preocuparse por la gente que lo necesita.dios lo bendiga 🙏🥰 el mejor presidente de Naucalpan todo nuestro apoyo para usted 👍👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏💚🤍❤️💯💯💯💯💯💯💯💯💯,Adela García,2026-05-28T07:37:17.000Z,3,False,https://www.facebook.com/reel/1004415421981856/?comment_id=1382161933935168
https://www.facebook.com/reel/1004415421981856/,Simplemente Gracias Presidente.,Acciones Bety Gomez,2026-05-28T04:38:43.000Z,2,False,https://www.facebook.com/reel/1004415421981856/?comment_id=1656086562178293
https://www.facebook.com/reel/1004415421981856/,AVANZA MÉXICO... gracias,Sánchez Rubbem,2026-05-28T03:50:48.000Z,3,False,https://www.facebook.com/reel/1004415421981856/?comment_id=35751734657808307
https://www.facebook.com/reel/1004415421981856/,Felicidades Presidente. Trabajo intenso con conviccion,Javier M Chávez,2026-05-28T03:29:45.000Z,3,False,https://www.facebook.com/reel/1004415421981856/?comment_id=991264080307760
https://www.facebook.com/reel/1004415421981856/,Tal como lo menciona la señora es la PRIMERA vez que un alcalde de Naucalpan hace algo por la ciudadanía. Gracias Isaac Montoya 🙏🏼,Rocio Sanoja,2026-05-28T03:04:17.000Z,4,False,https://www.facebook.com/reel/1004415421981856/?comment_id=4389331847971289
https://www.facebook.com/reel/1004415421981856/,"Mi querido presidente Isaac Montoya y su bella esposa Adriana G. Escobar ,trabajando arduamente para cumplir lo prometido y más.
Vereda 25 con ustedes y la 4T.",Carmen Jiménez,2026-05-27T23:56:44.000Z,4,False,https://www.facebook.com/reel/1004415421981856/?comment_id=1303362818617888
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0BwR1vapofvtQtWXLJ6yMRH3ZCmubeE71khMfEwgfUGp58uNiTCjkXhJ8CiBHc3oXl,#NAUCALPAN4T,Christian Mendoza Navarro,2026-05-27T23:30:46.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0BwR1vapofvtQtWXLJ6yMRH3ZCmubeE71khMfEwgfUGp58uNiTCjkXhJ8CiBHc3oXl?comment_id=2038332346754579
https://www.facebook.com/reel/26976969908590346/,Sr. Presidente municipal de Naucalpan Isaac Montoya realizando más por la seguridad de todos los Naucalprnces y sigue la transformación en Naucalpan felicidades y gracias.,Alicia Hidalgo Avila,2026-05-31T06:49:34.000Z,1,False,https://www.facebook.com/reel/26976969908590346/?comment_id=1678635369971507
https://www.facebook.com/reel/26976969908590346/,Mi presidente .cuánto orgullo siento al verlo .que dios lo bendiga siempre,Magdaleno Campos,2026-05-30T15:09:46.000Z,1,False,https://www.facebook.com/reel/26976969908590346/?comment_id=1689430782372875
https://www.facebook.com/reel/26976969908590346/,Cómo siempre lo he dicho...mi presidente no para de trabajar gracias por todo lo que ha hecho por Naucalpan.  Cuente con mi voto 🗳️ para su releccion.  Gracias,Azulita Lydia Perez,2026-05-28T11:33:14.000Z,2,False,https://www.facebook.com/reel/26976969908590346/?comment_id=27073244178969834
