post_url,comentario_texto,autor,fecha_comentario,likes_comentario,es_respuesta,url_comentario
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0kpSQQvXdz1MA9LDbHn8XQqNcgdGQxqCGWezJ6XMcuE6xfzipQAVnDbogvVUrwMmil,"Gran aprendizaje para impulsar a las mujeres Naucalpenses gracias 
Sr. Presidente Isaac Montoya 
#AquiGobiernaLaEsperanza 👏👏👏💜💜💜",Paty Rubio,2026-03-15T03:22:55.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0kpSQQvXdz1MA9LDbHn8XQqNcgdGQxqCGWezJ6XMcuE6xfzipQAVnDbogvVUrwMmil?comment_id=932564189318662
https://www.facebook.com/CiudadNaucalpan/posts/pfbid0kpSQQvXdz1MA9LDbHn8XQqNcgdGQxqCGWezJ6XMcuE6xfzipQAVnDbogvVUrwMmil,Betty Dlcs,Juanita De la Cruz,2026-03-14T19:05:08.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid0kpSQQvXdz1MA9LDbHn8XQqNcgdGQxqCGWezJ6XMcuE6xfzipQAVnDbogvVUrwMmil?comment_id=938664348618051
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02TbiDCJaWcYJWGgysVu411ZhJx3xf1T3k7CMvi1zZu4GWz6zBxMLH51ETdY7awWr3l,💜💜💜💜💜,Mi Ahuatzin Aidee,2026-03-17T18:30:04.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02TbiDCJaWcYJWGgysVu411ZhJx3xf1T3k7CMvi1zZu4GWz6zBxMLH51ETdY7awWr3l?comment_id=1455085306083164
https://www.facebook.com/CiudadNaucalpan/posts/pfbid02TbiDCJaWcYJWGgysVu411ZhJx3xf1T3k7CMvi1zZu4GWz6zBxMLH51ETdY7awWr3l,"Muy buenos los cursos 
Excelente beneficio para la Mujer en Naucalpan 
Con Isaac Montoya, la Transformación avanza  
#AquiGobiernaLaEsperanza 🙏🙏🙏",Paty Rubio,2026-03-15T02:54:47.000Z,0,False,https://www.facebook.com/CiudadNaucalpan/posts/pfbid02TbiDCJaWcYJWGgysVu411ZhJx3xf1T3k7CMvi1zZu4GWz6zBxMLH51ETdY7awWr3l?comment_id=1851127092271543
https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal,"Apoyo firme a la Presidenta de México #R6
#SeguiremosHaciendoHistoria",Sarahi Mejia,2026-04-10T06:04:58.000Z,0,False,https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal?comment_id=2996745867383029
https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal,Buen día saludos presidente acá por mi zona ay un lugar donde se puede Aser una área recreativa para los pequeños y más grandes como para un área de usos múltiples gracias presidente bonito día saludos,Roberto Diaz,2026-03-24T13:27:24.000Z,0,False,https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal?comment_id=1990270309040066
https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal,"❤️🇲🇽
#SeguiremosHaciendoHistoria
#R6",Berenice Lugo,2026-03-21T03:59:38.000Z,0,False,https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal?comment_id=982479441010251
https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal,"#R6 
#SeguiremosHaciendoHistoria
#AquiGobiernaLaEsperanza",Rolando Mejia,2026-03-20T05:45:32.000Z,0,False,https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal?comment_id=823088524153324
https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal,Sigan robando,Mauricio Monico,2026-03-16T14:45:53.000Z,0,False,https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal?comment_id=810653225408829
https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal,"Bien Presidente!
Así debe de ser..",Jaime Mayen,2026-03-16T03:43:17.000Z,2,False,https://www.facebook.com/isaacmontoya24/posts/pfbid02ZmvLo47HfW752ZFoJiHq5D71LtNGGBGDcY3QSHgsws7LVbL3uS9vmgFMK89PC8mal?comment_id=821797854276292
